"ip","fetch_error","bogon","hostname","anycast","city","region","country","postal","loc","timezone","asn","asn_name","asn_domain","asn_route","asn_type","abuse_address","abuse_country","abuse_email","abuse_name","abuse_network","abuse_phone","company_name","company_domain","company_type","carrier_name","carrier_mcc","carrier_mnc","is_vpn","is_proxy","is_tor","is_relay","is_hosting","privacy_service"
"173.254.9.26",,,"173-254-9-26.unifiedlayer.com",,"Provo","Utah","US","84606","40.2347,-111.6447","America/Denver","AS46606","Unified Layer","endurance.com","173.254.0.0/17","hosting","US, UT, Provo, 1958 South 950 East, 84606","US","abuse@bluehost.com","Network Operations Center","173.254.0.0/17","+1-801-765-9400","Unified Layer","unifiedlayer.com","hosting",,,,false,false,false,false,true,""
"104.25.96.73",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.25.96.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"104.22.68.144",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.22.64.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"3.232.35.165",,,"ec2-3-232-35-165.compute-1.amazonaws.com",,"Ashburn","Virginia","US","20147","39.0437,-77.4875","America/New_York","AS14618","Amazon.com, Inc.","amazon.com","3.224.0.0/12","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","3.224.0.0/12","+1-206-555-0000","Amazon Data Services NoVa","amazon.com","hosting",,,,false,false,false,false,true,""
"172.217.218.91",,,"en-in-f91.1e100.net",,"San Jose","California","US","95103","37.3394,-121.8950","America/Los_Angeles","AS15169","Google LLC","google.com","172.217.218.0/24","hosting","US, CA, Mountain View, 1600 Amphitheatre Parkway, 94043","US","network-abuse@google.com","Abuse","172.217.0.0/16","+1-650-253-0000","Google LLC","google.com","hosting",,,,false,false,false,false,true,""
"52.222.139.47",,,"server-52-222-139-47.ams50.r.cloudfront.net",,"Amsterdam","North Holland","NL","1012","52.3740,4.8897","Europe/Amsterdam","AS16509","Amazon.com, Inc.","amazon.com","52.222.136.0/21","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","52.222.128.0/17","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"104.22.72.244",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.22.64.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"184.73.156.246",,,"ec2-184-73-156-246.compute-1.amazonaws.com",,"Ashburn","Virginia","US","20147","39.0437,-77.4875","America/New_York","AS14618","Amazon.com, Inc.","amazon.com","184.73.0.0/16","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","184.73.0.0/16","+1-206-555-0000","Amazon Data Services NoVa","amazon.com","hosting",,,,false,false,false,false,true,""
"35.208.118.144",,,"144.118.208.35.bc.googleusercontent.com",,"Council Bluffs","Iowa","US","51502","41.2619,-95.8608","America/Chicago","AS15169","Google LLC","google.com","35.208.0.0/15","hosting","US, CA, Mountain View, 1600 Amphitheatre Parkway, 94043","US","google-cloud-compliance@google.com","GC Abuse","35.208.0.0-35.247.255.255","+1-650-253-0000","Google LLC","google.com","hosting",,,,false,false,false,false,true,""
"149.28.70.87",,,"149.28.70.87.vultrusercontent.com",,"Los Angeles","California","US","90012","34.0614,-118.2385","America/Los_Angeles","AS20473","The Constant Company, LLC","constant.com","149.28.64.0/19","hosting","US, FL, West Palm Beach, 319 Clematis St. Suite 900, 33401","US","abuse@vultr.com","Vultr Abuse","149.28.70.0/23","+1-973-849-0500","Vultr Holdings, LLC","vultr.com","hosting",,,,false,false,false,false,true,""
"35.165.115.125",,,"ec2-35-165-115-125.us-west-2.compute.amazonaws.com",,"Boardman","Oregon","US","97818","45.8399,-119.7006","America/Los_Angeles","AS16509","Amazon.com, Inc.","amazon.com","35.160.0.0/13","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","35.160.0.0/13","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"18.155.145.62",,,"server-18-155-145-62.ham50.r.cloudfront.net",,"Hamburg","Hamburg","DE","20038","53.5507,9.9930","Europe/Berlin","AS16509","Amazon.com, Inc.","amazon.com","18.155.144.0/22","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","18.154.0.0/15","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"104.22.40.69",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.22.32.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"104.19.232.22",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.19.224.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"65.9.86.98",,,"server-65-9-86-98.ams1.r.cloudfront.net",,"Amsterdam","North Holland","NL","1012","52.3740,4.8897","Europe/Amsterdam","AS16509","Amazon.com, Inc.","amazon.com","65.9.86.0/24","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","65.9.0.0/17","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"3.126.230.251",,,"ec2-3-126-230-251.eu-central-1.compute.amazonaws.com",,"Frankfurt am Main","Hesse","DE","60326","50.1025,8.6299","Europe/Berlin","AS16509","Amazon.com, Inc.","amazon.com","3.124.0.0/14","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","3.124.0.0/14","+1-206-555-0000","A100 ROW GmbH","amazon.com","hosting",,,,false,false,false,false,true,""
"104.64.35.186",,,"a104-64-35-186.deploy.static.akamaitechnologies.com",,"Amsterdam","North Holland","NL","1012","52.3740,4.8897","Europe/Amsterdam","AS16625","Akamai Technologies, Inc.","akamai.com","104.64.32.0/20","hosting","US, MA, Cambridge, 8 Cambridge Center, Mailstop 926-G, 02142","US","abuse@akamai.com","NOC United States","104.64.32.0/20","+1-617-444-2535","Akamai International, BV","akamai.com","hosting",,,,false,false,false,false,true,""
"104.16.149.244",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.16.144.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"18.155.145.128",,,"server-18-155-145-128.ham50.r.cloudfront.net",,"Hamburg","Hamburg","DE","20038","53.5507,9.9930","Europe/Berlin","AS16509","Amazon.com, Inc.","amazon.com","18.155.144.0/22","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","18.154.0.0/15","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"104.21.3.140",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.21.0.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"193.164.229.51",,,"tavurvur.coe.int",,"Strasbourg","Grand Est","FR","67000","48.5839,7.7455","Europe/Paris","AS13223","CONSEIL DE L EUROPE","conse.it","193.164.229.0/24","business","ALLEE DE L EUROPE, 67075 STRASBOURG","FR","abuse@coe.int","Abuse-C Role","193.164.228.0-193.164.232.95","+33 3 88 41 36 78","COUNCIL OF EUROPE","coe.int","business",,,,false,false,false,false,false,""
"69.90.162.170",,,"hp237.hostpapa.com",,"Toronto","Ontario","CA","M5A","43.7001,-79.4163","America/Toronto","AS13768","Aptum Technologies","aptum.com","69.90.160.0/22","hosting","CA, ON, Oakville, 115 George Street, Suite 511, L6J-0A2","CA","support@hostpapasupport.com","Support","69.90.160.0/22","+1-905-842-1297","Host Papa, Inc.","hostpapasupport.com","hosting",,,,false,false,false,false,true,""
"185.46.57.248",,,"mc20b1911.dnh.net",,"Zürich","Zurich","CH","8000","47.3667,8.5500","Europe/Zurich","AS21069","METANET AG","metanet.ch","185.46.56.0/22","hosting","METANET AG Josefstrasse 218 CH-8005 Zuerich Switzerland","CH","abuse@mail.metanet.ch","Abuse-C Role","185.46.57.0/24","+41 44 3108766","METANET AG","metanet.ch","hosting",,,,false,false,false,false,true,""
"145.243.248.20",,,,,"Berlin","Berlin","DE","10969","52.5025,13.4012","Europe/Berlin","AS200757","Axel Springer SE","axelspringer.com","145.243.248.0/21","business","Axel Springer SE, Axel-Springer-Straße 65, 10888 Berlin, Germany","DE","abuse-ripe@axelspringer.de","Role-Account Axel Springer AG Abuse Department","145.243.0.0/16","","Axel Springer SE","axelspringer.com","isp",,,,false,false,false,false,false,""
"23.2.238.17",,,"a23-2-238-17.deploy.static.akamaitechnologies.com",,"Amsterdam","North Holland","NL","1012","52.3740,4.8897","Europe/Amsterdam","AS16625","Akamai Technologies, Inc.","akamai.com","23.2.224.0/20","hosting","US, MA, Cambridge, 8 Cambridge Center, Mailstop 926-G, 02142","US","abuse@akamai.com","NOC United States","23.2.224.0/20","+1-617-444-2535","Akamai International, BV","akamai.com","hosting",,,,false,false,false,false,true,""
"167.71.24.159",,,,,"North Bergen","New Jersey","US","07047","40.8043,-74.0121","America/New_York","AS14061","DigitalOcean, LLC","digitalocean.com","167.71.16.0/20","hosting","US, NY, New York, 101, Ave of the Americas, 10013","US","abuse@digitalocean.com","DigitalOcean Abuse","167.71.0.0/16","+1-347-875-6044","DigitalOcean, LLC","digitalocean.com","hosting",,,,false,false,false,false,true,""
"54.197.56.39",,,"ec2-54-197-56-39.compute-1.amazonaws.com",,"Ashburn","Virginia","US","20147","39.0437,-77.4875","America/New_York","AS14618","Amazon.com, Inc.","amazon.com","54.196.0.0/15","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","54.196.0.0/15","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"98.137.11.163",,,"media-router-fp74.prod.media.vip.gq1.yahoo.com",,"Quincy","Washington","US","98848","47.2343,-119.8525","America/Los_Angeles","AS36647","Oath Holdings Inc.","oath.com","98.137.11.0/24","isp","US, NY, New York, 770 BROADWAY FL 4, 10003-9558","US","rir-abuse@yahoo-inc.com","Oath Abuse","98.136.0.0/14","+1-408-349-3300","Oath Holdings Inc.","yahooinc.com","isp",,,,false,false,false,false,false,""
"104.21.22.217",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.21.16.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"208.109.202.82",,,"82.202.109.208.host.secureserver.net",,"Torrance","California","US","90503","33.8359,-118.3406","America/Los_Angeles","AS398101","GoDaddy.com, LLC","godaddy.com","208.109.200.0/22","hosting","US, AZ, Tempe, 2155 E GoDaddy Way, 85284","US","abuse@godaddy.com","Abuse Department","208.109.0.0/16","+1-480-624-2505","GoDaddy.com, LLC","godaddy.com","hosting",,,,false,false,false,false,true,""
"104.26.2.211",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.26.0.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"104.21.36.233",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.21.32.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"98.136.103.23",,,"w2.src.vip.gq1.yahoo.com",,"Quincy","Washington","US","98848","47.2343,-119.8525","America/Los_Angeles","AS36647","Oath Holdings Inc.","oath.com","98.136.103.0/24","isp","US, NY, New York, 770 BROADWAY FL 4, 10003-9558","US","rir-abuse@yahoo-inc.com","Oath Abuse","98.136.0.0/14","+1-408-349-3300","Oath Holdings Inc.","yahooinc.com","isp",,,,false,false,false,false,false,""
"35.208.90.232",,,"232.90.208.35.bc.googleusercontent.com",,"Council Bluffs","Iowa","US","51502","41.2619,-95.8608","America/Chicago","AS15169","Google LLC","google.com","35.208.0.0/15","hosting","US, CA, Mountain View, 1600 Amphitheatre Parkway, 94043","US","google-cloud-compliance@google.com","GC Abuse","35.208.0.0-35.247.255.255","+1-650-253-0000","Google LLC","google.com","hosting",,,,false,false,false,false,true,""
"5.182.210.71",,,"s1.web.phanes.cloud",,"Soest","Utrecht","NL","3762","52.1733,5.2917","Europe/Amsterdam","AS64425","SKB Enterprise B.V.","skb-enterprise.com","5.182.210.0/24","hosting","NETHERLANDS","NL","abuse@spectraip.nl","Abuse Contact","5.182.210.0/24","+31852018594","SKB Enterprise B.V.","skb-enterprise.com","hosting",,,,false,false,false,false,true,""
"104.21.25.156",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.21.16.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"198.246.135.19",,,"leg6.legis.virginia.gov",,"Richmond","Virginia","US","23173","37.5538,-77.4603","America/New_York","AS701","Verizon Business","verizonbusiness.com","198.246.135.0/24","isp","US, VA, Richmond, 900 E. Main Street, 23219","US","dlassupport@dlas.virginia.gov","support","198.246.135.0-198.246.139.255","+1-804-786-1401","Division of Legislative Automated Systems","division.com","business",,,,false,false,false,false,false,""
"54.87.204.242",,,"ec2-54-87-204-242.compute-1.amazonaws.com",,"Ashburn","Virginia","US","20147","39.0437,-77.4875","America/New_York","AS14618","Amazon.com, Inc.","amazon.com","54.87.0.0/16","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","54.64.0.0/11","+1-206-555-0000","Amazon Technologies Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"107.21.203.65",,,"ec2-107-21-203-65.compute-1.amazonaws.com",,"Ashburn","Virginia","US","20147","39.0437,-77.4875","America/New_York","AS14618","Amazon.com, Inc.","amazon.com","107.21.128.0/17","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","107.20.0.0/14","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"199.83.132.65",,,"199.83.132.65.ip.incapdns.net",true,"Redwood City","California","US","94065","37.5331,-122.2486","America/Los_Angeles","AS19551","Incapsula Inc","incapsula.com","199.83.132.0/24","hosting","US, CA, Redwood Shore, 3400 Bridge Parkway, Suite 200, 94065","US","abuse@incapsula.com","Imperva AbuseDesk","199.83.128.0/21","+1-866-250-7659","Incapsula Inc","imperva.com","hosting",,,,false,false,false,false,true,""
"208.97.187.18",,,"vps11262.dreamhostps.com",,"South Riding","Virginia","US","20152","38.9209,-77.5039","America/New_York","AS26347","New Dream Network, LLC","dreamhost.com","208.97.128.0/18","hosting","US, CA, Brea, 10 Pointe Drive, Suite 235, 92821","US","abuse@dreamhost.com","DreamHost Abuse Team","208.97.128.0/18","+1-714-706-4182","New Dream Network, LLC","dreamhost.com","hosting",,,,false,false,false,false,true,""
"18.155.153.87",,,"server-18-155-153-87.ham50.r.cloudfront.net",,"Hamburg","Hamburg","DE","20038","53.5507,9.9930","Europe/Berlin","AS16509","Amazon.com, Inc.","amazon.com","18.155.152.0/21","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","18.154.0.0/15","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"44.237.15.52",,,"ec2-44-237-15-52.us-west-2.compute.amazonaws.com",,"Boardman","Oregon","US","97818","45.8399,-119.7006","America/Los_Angeles","AS16509","Amazon.com, Inc.","amazon.com","44.224.0.0/11","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","44.224.0.0/11","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"104.26.0.15",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.26.0.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
