b,d,n,r,u,c,a,q,domain,f,P,t,p
FN,thebostontribune.com,The Boston Tribune,L,https://mediabiasfactcheck.com/the-boston-tribune/,L,N,"['M', 'FN', 'IM']",thebostontribune.com,,28.0,,
FN,thebreakingnews.com,TheBreakingNews,L,https://mediabiasfactcheck.com/thebreakingnews/,L,N,[],thebreakingnews.com,,9.0,,
RC,thebreakthrough.org,Breakthrough Institute,H,https://mediabiasfactcheck.com/breakthrough-institute/,H,L,[],thebreakthrough.org,BreakthroughInstitute,67.0,TheBTI,
RC,thebrunswicknews.com,The Brunswick News,H,https://mediabiasfactcheck.com/the-brunswick-news/,H,M,[],thebrunswicknews.com,,60.0,,
LC,thebulletin.org,Bulletin of Atomic Scientists,H,https://mediabiasfactcheck.com/bulletin-of-the-atomic-scientists/,H,M,[],thebulletin.org,BulletinOfTheAtomicScientists,81.0,BulletinAtomic,
RC,thebulwark.com,The Bulwark,H,https://mediabiasfactcheck.com/the-bulwark/,H,M,[],thebulwark.com,,55.0,,
LC,thebureauinvestigates.com,The Bureau of Investigative Journalism,H,https://mediabiasfactcheck.com/the-bureau-of-investigative-journalism/,H,M,[],thebureauinvestigates.com,thebureauinvestigates,78.0,TBIJ,
L,theburningspear.com,The Burning Spear,H,https://mediabiasfactcheck.com/the-burning-spear/,H,L,[],theburningspear.com,BurningSpearNews,33.0,,
LC,thecalifornian.com,The Salinas Californian,H,https://mediabiasfactcheck.com/the-salinas-californian-bias/,H,L,[],thecalifornian.com,,,,
C,thecanadianpress.com,The Canadian Press,H,https://mediabiasfactcheck.com/the-canadian-press/,H,H,[],thecanadianpress.com,thecanadianpress,74.0,CanadianPress,
L,thecanary.co,The Canary (UK),MF,https://mediabiasfactcheck.com/the-canary-uk/,H,M,[],thecanary.co,TheCanaryUK,57.0,TheCanaryUK,
RC,thecentersquare.com,The Center Square,MF,https://mediabiasfactcheck.com/watchdog-org/,M,M,[],thecentersquare.com,,,,
LC,thechristianleft.org,The Christian Left,M,https://mediabiasfactcheck.com/the-christian-left/,M,L,[],thechristianleft.org,TheChristianLeft,42.0,,
LC,thecitizen.org.au,The Citizen (Australia),H,https://mediabiasfactcheck.com/the-citizen/,H,L,[],thecitizen.org.au,thecitizen.org.au,34.0,thecitizenweb,
R,thecitizenpress.com,The Citizen Press,M,https://mediabiasfactcheck.com/the-citizen-press/,M,L,[],thecitizenpress.com,TheRebelPatriot,13.0,,
LC,thecity.nyc,The City,H,https://mediabiasfactcheck.com/the-city/,H,M,[],thecity.nyc,,51.0,,
RC,thecjn.ca,Canadian Jewish News,H,https://mediabiasfactcheck.com/canadian-jewish-news-cjn/,H,L,[],thecjn.ca,TheCJN,66.0,TheCJN,
FN,thecoloradoherald.com,The Colorado Herald,L,https://mediabiasfactcheck.com/the-colorado-herald/,L,M,"['C', 'P', 'PS', 'LT', 'FFC', 'FC', 'M', 'PSE', 'IM']",thecoloradoherald.com,,,,
FN,theconservativebrief.com,The Conservative Brief,M,https://mediabiasfactcheck.com/the-conservative-brief/,L,L,"['P', 'PS', 'LT', 'FFC', 'FC', 'M', 'PG']",theconservativebrief.com,,22.0,conbriefcom,
FN,theconservativecentral.com,The Conservative Central,L,https://mediabiasfactcheck.com/the-conservative-central/,L,L,"['PS', 'LT', 'M']",theconservativecentral.com,,1.0,,
R,theconservativeopinion.com,The Conservative Opinion,M,https://mediabiasfactcheck.com/conservative-opinion/,M,M,[],theconservativeopinion.com,,27.0,,
FN,theconservativetreehouse.com,The Last Refuge,L,https://mediabiasfactcheck.com/the-last-refuge/,L,M,[],theconservativetreehouse.com,,72.0,thelastrefuge2,
C,theconversation.com,The Conversation,VH,https://mediabiasfactcheck.com/the-conversation/,H,H,[],theconversation.com,theConversationUS,94.0,ConversationUS,
FN,thecountersignal.com,The Counter Signal,M,https://mediabiasfactcheck.com/the-counter-signal-bias/,L,M,"['C', 'P', 'PS', 'LT', 'FFC', 'FC', 'M']",thecountersignal.com,,,,
FN,thecovidworld.com,The Covid World,VL,https://mediabiasfactcheck.com/the-covid-world-bias/,L,L,[],thecovidworld.com,,,,
L,thecut.com,The Cut,MF,https://mediabiasfactcheck.com/the-cut/,H,H,[],thecut.com,,66.0,,
L,thedailybanter.com,The Daily Banter,M,https://mediabiasfactcheck.com/the-daily-banter/,M,L,[],thedailybanter.com,thedailybanter,67.0,thedailybanter,
L,thedailybeast.com,Daily Beast,M,https://mediabiasfactcheck.com/daily-beast/,M,H,[],thedailybeast.com,thedailybeast,81.0,thedailybeast,
FN,thedailybell.com,The Daily Bell,L,https://mediabiasfactcheck.com/the-daily-bell/,L,L,"['P', 'LT', 'M']",thedailybell.com,,48.0,,
C,thedailycentrist.com,The Daily Centrist,H,https://mediabiasfactcheck.com/the-daily-centrist/,H,N,[],thedailycentrist.com,567184473704476,10.0,,
CP,thedailycheck.net,The Daily Check,M,https://mediabiasfactcheck.com/the-daily-check/,L,N,[],thedailycheck.net,,18.0,,
RC,thedailycitizen.com,Searcy Daily Citizen,H,https://mediabiasfactcheck.com/searcy-daily-citizen-bias/,H,L,[],thedailycitizen.com,,,,
CP,thedailyconspiracy.com,The Daily Conspiracy,L,https://mediabiasfactcheck.com/the-daily-conspiracy/,L,N,[],thedailyconspiracy.com,,23.0,,
R,thedailydefender.com,The Daily Defender,M,https://mediabiasfactcheck.com/the-daily-defender/,M,N,[],thedailydefender.com,DailyDefenderNews,15.0,Daily_Defender,
R,thedailyliberator.com,Daily Liberator,M,https://mediabiasfactcheck.com/the-daily-liberator/,M,L,[],thedailyliberator.com,thedailyliberator,24.0,daily_liberator,
S,thedailymire.com,The Daily Mire,,https://mediabiasfactcheck.com/the-daily-mire/,NA,N,[],thedailymire.com,,4.0,TheDailyMire,
LC,thedailystar.com,The Daily Star,H,https://mediabiasfactcheck.com/the-daily-star/,H,L,[],thedailystar.com,,,,
L,thedailyvox.co.za,The Daily Vox,H,https://mediabiasfactcheck.com/the-daily-vox/,H,N,[],thedailyvox.co.za,thedailyvox,51.0,thedailyvox,
LC,theday.com,The Day (New London),H,https://mediabiasfactcheck.com/day-new-london/,H,M,[],theday.com,thedayct,75.0,thedayct,
FN,thedcpatriot.com,The DC Patriot,L,https://mediabiasfactcheck.com/the-dc-patriot/,L,L,"['C', 'P', 'PS', 'LT', 'FFC', 'FC', 'M']",thedcpatriot.com,,,,
C,,KMGH - Denver7,H,https://mediabiasfactcheck.com/kmgh-denver7-bias/,H,H,[],thedenverchannel,,,,
C,thedenverchannel.com,KCDO - Denver News,H,https://mediabiasfactcheck.com/kcdo-denver-news-bias/,H,H,[],thedenverchannel.com,,,,
FN,thedeplorablesociety.com,The Deplorable Society,L,https://mediabiasfactcheck.com/the-deplorable-society/,L,N,[],thedeplorablesociety.com,,14.0,,
FN,thedesertreview.com,The Desert Review,M,https://mediabiasfactcheck.com/the-desert-review-bias/,L,M,"['C', 'PS', 'LT', 'PSE']",thedesertreview.com,,,,
RC,thedickinsonpress.com,The Dickinson Press,H,https://mediabiasfactcheck.com/the-dickinson-press-bias/,H,L,[],thedickinsonpress.com,,,,
C,thediplomat.com,The Diplomat Magazine,H,https://mediabiasfactcheck.com/the-diplomat-magazine/,H,M,[],thediplomat.com,diplomatmagazine,84.0,Diplomat_APAC,
RC,thedispatch.com,The Dispatch,H,https://mediabiasfactcheck.com/the-dispatch/,H,M,[],thedispatch.com,,51.0,,
FN,thedonald.win,TheDonald.Win,L,https://mediabiasfactcheck.com/thedonald-win/,L,N,[],thedonald.win,,47.0,,
FN,theduran.com,The Duran,L,https://mediabiasfactcheck.com/the-duran/,L,M,"['C', 'P', 'PS', 'LT', 'FFC', 'FC', 'M', 'PG']",theduran.com,thedurancom,61.0,,
C,theeagle.com,Bryan-College Station Eagle,H,https://mediabiasfactcheck.com/bryan-college-station-eagle-bias/,H,M,[],theeagle.com,,,,
RC,theecjournal.com,The EC Journal,M,https://mediabiasfactcheck.com/the-ec-journal/,M,N,[],theecjournal.com,ECJournal,16.0,TheECJournal,
FN,theepochtimes.com,The Epoch Times,M,https://mediabiasfactcheck.com/the-epoch-times/,L,H,"['C', 'P', 'FFC', 'FC', 'M', 'FN', 'PSE']",theepochtimes.com,epochtimes,72.0,EpochTimes,
L,theestablishment.co,The Establishment,H,https://mediabiasfactcheck.com/the-establishment/,H,L,[],theestablishment.co,ESTBLSHMNT,57.0,estblshmnt,
FN,thefederalist.com,The Federalist,M,https://mediabiasfactcheck.com/the-federalist/,L,H,"['C', 'P', 'FFC', 'FC', 'M', 'PSE']",thefederalist.com,fdrlst,75.0,,
FN,thefederalistpapers.org,The Federalist Papers Project,L,https://mediabiasfactcheck.com/the-federalist-papers-project/,L,M,"['C', 'P', 'FFC', 'FC', 'M']",thefederalistpapers.org,,59.0,thefederalist1,
C,thefencepost.com,The Fence Post,H,https://mediabiasfactcheck.com/the-fence-post-bias/,H,L,[],thefencepost.com,,,,
L,thefifthcolumnnews.com,Fifth Column News,M,https://mediabiasfactcheck.com/fifth-column-news/,M,L,[],thefifthcolumnnews.com,thefifthcolumnnews,44.0,,
L,thefingnews.com,The Fucking News,H,https://mediabiasfactcheck.com/the-fucking-news/,H,L,[],thefingnews.com,thefingnews,16.0,theFingNews,
R,thefirsttv.com,The Resurgent,M,https://mediabiasfactcheck.com/the-resurgent/,M,L,[],thefirsttv.com,theresurgent,55.0,resurgent,
C,theflipside.io,The Flip Side,H,https://mediabiasfactcheck.com/the-flip-side/,H,L,[],theflipside.io,,31.0,,
L,thefloridasqueeze.com,The Florida Squeeze,M,https://mediabiasfactcheck.com/the-florida-squeeze/,M,L,[],thefloridasqueeze.com,TheFloridaSqueeze,30.0,Flasqueeze,
CP,theforbiddenknowledge.com,The Forbidden Knowledge,L,https://mediabiasfactcheck.com/the-forbidden-knowledge/,L,N,[],theforbiddenknowledge.com,,60.0,,
C,thefranklinnewspost.com,Franklin News-Post,H,https://mediabiasfactcheck.com/franklin-news-post-bias/,H,L,[],thefranklinnewspost.com,,,,
FN,thefreedomtimes.com,The Freedom Times,L,https://mediabiasfactcheck.com/the-freedom-times/,L,L,"['C', 'P', 'PS', 'LT', 'FC', 'M']",thefreedomtimes.com,,15.0,,
FN,thefreepatriot.org,The Free Patriot,L,https://mediabiasfactcheck.com/the-free-patriot/,L,N,"['C', 'P', 'PS', 'FC']",thefreepatriot.org,,19.0,,
CP,thefreethoughtproject.com,Free Thought Project,L,https://mediabiasfactcheck.com/free-thought-project/,L,M,[],thefreethoughtproject.com,thefreethoughtprojectcom,74.0,,
FN,thefrisky.com,The Frisky,M,https://mediabiasfactcheck.com/the-frisky/,L,L,"['PS', 'LT', 'PSE']",thefrisky.com,,78.0,,
LC,thefulcrum.us,The Fulcrum,H,https://mediabiasfactcheck.com/the-fulcrum/,H,L,[],thefulcrum.us,,40.0,,
CP,thefullertoninformer.com,The Fullerton Informer,VL,https://mediabiasfactcheck.com/the-fullerton-informer/,L,L,[],thefullertoninformer.com,,,,
L,thegailygrind.com,The Gaily Grind,M,https://mediabiasfactcheck.com/the-gaily-grind-bias/,M,L,[],thegailygrind.com,,,,
LC,thegardenisland.com,The Garden Island,H,https://mediabiasfactcheck.com/the-garden-island-bias/,H,M,[],thegardenisland.com,,,,
FN,thegatewaypundit.com,The Gateway Pundit,VL,https://mediabiasfactcheck.com/the-gateway-pundit/,L,H,"['C', 'P', 'PS', 'FFC', 'FC', 'M', 'H', 'FN', 'PSE']",thegatewaypundit.com,gatewaypundit,79.0,,
LC,thegleaner.com,Henderson Gleaner,H,https://mediabiasfactcheck.com/henderson-gleaner-bias/,H,L,[],thegleaner.com,,,,
RC,theglobeandmail.com,The Globe and Mail (Toronto),H,https://mediabiasfactcheck.com/the-globe-and-mail/,H,H,[],theglobeandmail.com,theglobeandmail,95.0,globeandmail,
FN,thegoodlordabove.com,GOD Good Lord Above,M,https://mediabiasfactcheck.com/god-good-lord-above/,L,N,['FN'],thegoodlordabove.com,,39.0,,
FN,thegoptimes.com,The GOP Times,M,https://mediabiasfactcheck.com/the-gop-times-bias/,L,L,"['C', 'P', 'PS', 'LT', 'FC', 'M', 'PSE']",thegoptimes.com,,,,
FN,thegopwatchdog.com,GOP Watchdog,L,https://mediabiasfactcheck.com/gop-watchdog/,L,N,[],thegopwatchdog.com,,9.0,,
FN,thegrayzone.com,The Grayzone,M,https://mediabiasfactcheck.com/the-grayzone/,L,M,"['C', 'P', 'FC', 'M']",thegrayzone.com,,,,
R,thegreggjarrett.com,TheGreggJarrett.com,M,https://mediabiasfactcheck.com/thegreggjarrett-com/,M,L,[],thegreggjarrett.com,,36.0,,
L,thegrio.com,TheGrio,MF,https://mediabiasfactcheck.com/thegrio/,H,M,[],thegrio.com,theGrio,79.0,theGrio,
L,theguardiansofdemocracy.com,Guardians of Democracy,M,https://mediabiasfactcheck.com/guardians-of-democracy/,M,M,[],theguardiansofdemocracy.com,TheGuardiansOfDemocracy,31.0,Guardemocracy,
S,thehardtimes.net,The Hard Times,,https://mediabiasfactcheck.com/the-hard-times/,NA,M,[],thehardtimes.net,thehardtimesnews,57.0,,
LC,thehawkeye.com,The Hawk Eye,H,https://mediabiasfactcheck.com/the-hawk-eye-bias/,H,M,[],thehawkeye.com,,,,
R,thehayride.com,The Hayride,M,https://mediabiasfactcheck.com/the-hayride/,M,L,[],thehayride.com,TheHayride,60.0,TheHayride,
CP,thehealthyamerican.org,The Healthy American,VL,https://mediabiasfactcheck.com/the-healthy-american/,L,L,[],thehealthyamerican.org,,27.0,,
CP,theheartysoul.com,The Hearty Soul,M,https://mediabiasfactcheck.com/the-hearty-soul/,L,M,[],theheartysoul.com,theheartysoul,64.0,,
CP,thehighwire.com,The Highwire,L,https://mediabiasfactcheck.com/the-highwire/,L,M,[],thehighwire.com,,43.0,,
C,thehill.com,The Hill,MF,https://mediabiasfactcheck.com/the-hill/,H,H,[],thehill.com,TheHill,93.0,thehill,
LC,thehilltalk.com,The Hill Talk,H,https://mediabiasfactcheck.com/the-hill-talk/,H,N,[],thehilltalk.com,,26.0,,
LC,thehindu.com,The Hindu,MF,https://mediabiasfactcheck.com/the-hindu/,H,H,[],thehindu.com,thehindu,74.0,The_Hindu,
R,thehonestpatriot.net,The Honest Patriot,M,https://mediabiasfactcheck.com/the-honest-patriot/,M,L,[],thehonestpatriot.net,,,,
FN,thehornnews.com,The Horn,L,https://mediabiasfactcheck.com/the-horn-news/,L,M,"['P', 'FFC', 'FC', 'M']",thehornnews.com,TheHornNews,44.0,ReadTheHornNews,
LC,thehumanist.com,The Humanist Magazine,H,https://mediabiasfactcheck.com/the-humanist-magazine/,H,N,[],thehumanist.com,AmericanHumanist,62.0,,
RC,theihs.org,Institute for Humane Studies,H,https://mediabiasfactcheck.com/institute-for-humane-studies/,H,L,[],theihs.org,InstituteforHumaneStudies,52.0,,
C,theindependent.com,Grand Island Independent,H,https://mediabiasfactcheck.com/grand-island-independent-bias/,H,M,[],theindependent.com,,,,
L,theintercept.com,The Intercept,MF,https://mediabiasfactcheck.com/the-intercept/,H,H,[],theintercept.com,theinterceptflm,90.0,theintercept,
CP,theirishsentinel.com,Irish Sentinel,VL,https://mediabiasfactcheck.com/irish-sentinel-bias/,L,L,[],theirishsentinel.com,,,,
RC,thejacknews.com,The Jack News,H,https://mediabiasfactcheck.com/the-jack-news/,H,N,[],thejacknews.com,OurAmericaInitiative,22.0,,
LC,thejakartapost.com,The Jakarta Post,MF,https://mediabiasfactcheck.com/the-jakarta-post/,H,M,[],thejakartapost.com,jakpost,70.0,jakpost,
FN,thejeffreylord.com,Thejeffreylord.com,M,https://mediabiasfactcheck.com/thejeffreylord-com/,L,L,"['C', 'P', 'PS', 'LT', 'FC', 'M', 'PSE']",thejeffreylord.com,,28.0,,
LC,thejournal.ie,TheJournal.ie,H,https://mediabiasfactcheck.com/thejournal-ie/,H,H,[],thejournal.ie,thejournal.ie,68.0,,
C,theknifemedia.com,The Knife,H,https://mediabiasfactcheck.com/the-knife/,H,N,[],theknifemedia.com,,24.0,,
PS,thelancet.com,The Lancet,VH,https://mediabiasfactcheck.com/the-lancet/,H,H,[],thelancet.com,,68.0,,
S,thelapine.ca,The Lapine,,https://mediabiasfactcheck.com/the-lapine/,NA,N,[],thelapine.ca,None,36.0,thelapine,
FN,thelapost.com,The LA Post,L,https://mediabiasfactcheck.com/the-la-post/,L,N,"['C', 'PS', 'LT', 'M', 'PG']",thelapost.com,,9.0,,
L,thelasource.com,The Source Newspaper (La Source),MF,https://mediabiasfactcheck.com/source-newspaper-la-source/,M,L,[],thelasource.com,thelasource,33.0,,
CP,thelastgreatstand.com,The Last Great Stand,L,https://mediabiasfactcheck.com/the-last-great-stand/,L,N,[],thelastgreatstand.com,,38.0,,
FN,thelaughclub.net,The Laugh Club,L,https://mediabiasfactcheck.com/the-laugh-club/,L,L,"['LT', 'FN']",thelaughclub.net,,27.0,,
R,theleoterrell.com,TheLeoTerrell,M,https://mediabiasfactcheck.com/theleoterrell-com/,M,M,[],theleoterrell.com,,,,
RC,thelibertarianrepublic.com,The Libertarian Republic,MF,https://mediabiasfactcheck.com/the-libertarian-republic/,M,L,[],thelibertarianrepublic.com,libertarianrepublic,62.0,thelibrepublic,
CP,thelibertybeacon.com,The Liberty Beacon,L,https://mediabiasfactcheck.com/the-liberty-beacon/,L,M,[],thelibertybeacon.com,TheLibertyBeaconProject,50.0,thetlbproject,
FN,thelibertydaily.com,The Liberty Daily,M,https://mediabiasfactcheck.com/the-liberty-daily/,L,M,"['C', 'P', 'PS', 'LT', 'M']",thelibertydaily.com,,42.0,,
FN,thelibertyloft.com,The Liberty Loft,M,https://mediabiasfactcheck.com/the-liberty-loft/,L,M,"['P', 'LT', 'FFC', 'FC', 'M', 'PSE']",thelibertyloft.com,,22.0,,
L,thelily.com,The Lily,H,https://mediabiasfactcheck.com/the-lily/,H,M,[],thelily.com,thelilynews,54.0,thelilynews,
LC,thelist.com,The List,MF,https://mediabiasfactcheck.com/the-list/,M,H,[],thelist.com,,63.0,,
LC,thelocal.no,The Local (Norway),H,https://mediabiasfactcheck.com/the-local-norway/,H,M,[],thelocal.no,TheLocalNorway,51.0,thelocalnorway,
PS,thelogicofscience.com,The Logic of Science,H,https://mediabiasfactcheck.com/the-logic-of-science-bias/,H,L,[],thelogicofscience.com,,,,
L,them.us,Them.us,H,https://mediabiasfactcheck.com/them-us/,H,M,[],them.us,,52.0,,
S,themideastbeast.com,The Mideast Bast,,https://mediabiasfactcheck.com/the-mideast-beast/,NA,L,[],themideastbeast.com,,32.0,,
FN,themillenniumreport.com,The Millennium Report,L,https://mediabiasfactcheck.com/the-millennium-report/,L,M,"['C', 'P', 'LT', 'FFC', 'FC', 'M']",themillenniumreport.com,,52.0,,
R,themilreview.com,The Millennial Review,H,https://mediabiasfactcheck.com/the-millennial-review/,H,N,[],themilreview.com,,11.0,,
CP,themindunleashed.com,The Mind Unleashed,L,https://mediabiasfactcheck.com/the-mind-unleashed/,L,L,[],themindunleashed.com,themindunleashed,65.0,unleashmind,
R,theminnesotasun.com,Minnesota Sun,M,https://mediabiasfactcheck.com/minnesota-sun/,M,L,[],theminnesotasun.com,,31.0,,
C,themoderatedmedia.com,The Moderated Media,M,https://mediabiasfactcheck.com/the-moderated-media/,M,N,[],themoderatedmedia.com,themoderatedmedia,12.0,,
LC,themoderatevoice.com,The Moderate Voice,H,https://mediabiasfactcheck.com/the-moderate-voice/,H,N,[],themoderatevoice.com,,67.0,,
L,themonthly.com.au,The Monthly (Australia),H,https://mediabiasfactcheck.com/the-monthly-australia/,H,L,[],themonthly.com.au,TheMonthly,45.0,themonthly,
LC,themoscowtimes.com,Moscow Times,H,https://mediabiasfactcheck.com/moscow-times/,H,M,[],themoscowtimes.com,MoscowTimes,73.0,MoscowTimes,
L,thenation.com,The Nation,H,https://mediabiasfactcheck.com/the-nation/,H,M,[],thenation.com,,74.0,,
RC,thenationaldesk.com,TND - The National Desk,H,https://mediabiasfactcheck.com/tnd-the-national-news-desk-bias/,H,M,[],thenationaldesk.com,,,,
R,thenationalherald.com,The National Herald,M,https://mediabiasfactcheck.com/the-national-herald-tnh/,M,L,[],thenationalherald.com,,45.0,,
FN,thenationalpatriot.com,The National Patriot,L,https://mediabiasfactcheck.com/the-national-patriot/,L,L,"['C', 'P', 'PS', 'M']",thenationalpatriot.com,DcI1776,49.0,,
FN,thenationalpulse.com,The National Pulse,M,https://mediabiasfactcheck.com/the-national-pulse/,L,M,"['C', 'P', 'FFC', 'FC', 'M', 'PSE']",thenationalpulse.com,thenationalpulse,42.0,,
C,theneed2know.com,Need2Know,H,https://mediabiasfactcheck.com/need-2-know/,H,N,[],theneed2know.com,,31.0,,
S,theneedling.com,The Needling,,https://mediabiasfactcheck.com/the-needling/,NA,L,[],theneedling.com,,,,
PS,theness.com,New England Skeptical Society,H,https://mediabiasfactcheck.com/new-england-skeptical-society/,H,L,[],theness.com,,64.0,,
C,thenevadaindependent.com,The Nevada Independent,H,https://mediabiasfactcheck.com/the-nevada-independent/,H,M,[],thenevadaindependent.com,thenevadaindependent,59.0,thenvindy,
R,thenewamerican.com,The New American,M,https://mediabiasfactcheck.com/the-new-american/,M,M,[],thenewamerican.com,TheNewAmerican,79.0,NewAmericanMag,
RC,thenewatlantis.com,The New Atlantis,H,https://mediabiasfactcheck.com/the-new-atlantis/,H,L,[],thenewatlantis.com,TNAjournal,65.0,tnajournal,
LC,thenewhumanitarian.org,The New Humanitarian,H,https://mediabiasfactcheck.com/irin-news/,H,M,[],thenewhumanitarian.org,NewHumanitarian,50.0,newhumanitarian,
R,thenewrevere.com,The New Revere,M,https://mediabiasfactcheck.com/the-new-revere/,M,L,[],thenewrevere.com,TheNewRevere,27.0,JustinTHaskins,
RC,thenews.com.pk,The News International,M,https://mediabiasfactcheck.com/the-news-international/,M,H,[],thenews.com.pk,thenewsinternational,90.0,thenews_intl,
C,thenews.mx,The News (Mexico City),MF,https://mediabiasfactcheck.com/the-news-mexico-city/,M,N,[],thenews.mx,thenewsmexico,36.0,thenewsmexico,
LC,thenewsstar.com,Monroe News Star,H,https://mediabiasfactcheck.com/monroe-news-star-bias/,H,M,[],thenewsstar.com,,,,
LC,thenewstribune.com,The News Tribune,H,https://mediabiasfactcheck.com/the-news-tribune/,H,M,[],thenewstribune.com,tacomanewstribune,60.0,,
LC,thenewtropic.com,The New Tropic,H,https://mediabiasfactcheck.com/the-new-tropic/,H,L,[],thenewtropic.com,newtropicmiami,46.0,,
FN,thenewyorkevening.com,The New York Evening,VL,https://mediabiasfactcheck.com/the-new-york-evening/,L,N,[],thenewyorkevening.com,,28.0,,
LC,thenextweb.com,The Next Web (TNW),MF,https://mediabiasfactcheck.com/the-next-web/,H,M,[],thenextweb.com,thenextweb,94.0,thenextweb,
LC,theodysseyonline.com,The Odyssey Online,M,https://mediabiasfactcheck.com/the-odyssey-online/,M,M,[],theodysseyonline.com,Odyssey,76.0,twitter,
